id,geneSymbol,peakpos,peakscore,peaknumexon,peakexlength,factor_relpeakpos,exp
iduc003mzs.2,BC032356,850.00,3.31,2.00,1408.00,UTR5,HumanHEPG2UVvsHumanHEPG2
iduc003nlr.1,TRIM27,2757.00,3.19,8.00,1664.00,UTR3,HumanHEPG2UVvsHumanHEPG2
iduc003nrg.2,MDC1,770.00,3.13,3.00,381.00,CDS,HumanHEPG2UVvsHumanHEPG2
iduc003pit.1,HMGN3,565.00,3.61,6.00,482.00,AroundStop,HumanHEPG2UVvsHumanHEPG2
iduc003wpr.1,ARHGEF10,4504.00,3.12,29.00,1893.00,UTR3,HumanHEPG2UVvsHumanHEPG2
iduc003xdh.1,LOXL2,3353.00,3.78,14.00,1226.00,UTR3,HumanHEPG2UVvsHumanHEPG2
iduc003zaf.1,PLEC1,14390.00,3.27,32.00,7243.00,AroundStop,HumanHEPG2UVvsHumanHEPG2
iduc003zaz.2,CYC1,97.00,3.53,1.00,172.00,TxStart,HumanHEPG2UVvsHumanHEPG2
iduc004bde.1,RAD23B,3179.00,3.16,10.00,2647.00,UTR3,HumanHEPG2UVvsHumanHEPG2
iduc004cjt.1,EDF1,433.00,4.59,5.00,227.00,AroundStop,HumanHEPG2UVvsHumanHEPG2
iduc004fmm.1,DKC1,1908.00,4.54,15.00,887.00,UTR3,HumanHEPG2UVvsHumanHEPG2
iduc010jvc.1,ITPR3,4624.00,3.57,33.00,126.00,CDS,HumanHEPG2UVvsHumanHEPG2
iduc001arc.1,PGD,103.00,3.06,2.00,76.00,TxStart,HumanHEPG2vsHumanHEPG2HeatShock
iduc001bro.1,SFRS4,2041.00,3.25,6.00,1376.00,UTR3,HumanHEPG2vsHumanHEPG2HeatShock
iduc001eyv.1,MRPL9,145.00,3.18,1.00,238.00,TxStart,HumanHEPG2vsHumanHEPG2HeatShock
iduc001fch.1,S100A13,218.00,3.01,2.00,214.00,UTR5,HumanHEPG2vsHumanHEPG2HeatShock
iduc001fei.2,C1orf43,249.00,3.30,1.00,456.00,UTR5,HumanHEPG2vsHumanHEPG2HeatShock
iduc001sjm.1,PA2G4,300.00,3.06,1.00,507.00,UTR5,HumanHEPG2vsHumanHEPG2HeatShock
iduc002gaa.1,PFN1,702.00,3.24,3.00,346.00,AroundStop,HumanHEPG2vsHumanHEPG2HeatShock
iduc002jvf.1,BIRC5,99.00,3.01,1.00,232.00,TxStart,HumanHEPG2vsHumanHEPG2HeatShock
iduc002jvj.1,EPR-1,1602.00,3.56,4.00,188.00,NA,HumanHEPG2vsHumanHEPG2HeatShock
iduc002lbr.1,ATP5A1,103.00,3.40,1.00,150.00,TxStart,HumanHEPG2vsHumanHEPG2HeatShock
iduc002ohu.1,C19orf33,96.00,3.21,1.00,120.00,TxStart,HumanHEPG2vsHumanHEPG2HeatShock
iduc002qlu.1,U2AF2,152.00,3.12,1.00,1104.00,TxStart,HumanHEPG2vsHumanHEPG2HeatShock
iduc002vee.2,CPS1,69.00,3.35,1.00,258.00,TxStart,HumanHEPG2vsHumanHEPG2HeatShock
iduc003gmf.1,WDR1,239.00,3.28,1.00,299.00,UTR5,HumanHEPG2vsHumanHEPG2HeatShock
iduc003lbf.2,TGFBI,161.00,3.28,1.00,295.00,TxStart,HumanHEPG2vsHumanHEPG2HeatShock
iduc003mkw.2,SQSTM1,2300.00,3.73,8.00,1642.00,UTR3,HumanHEPG2vsHumanHEPG2HeatShock
iduc003mxv.1,TXNDC5,90.00,3.80,1.00,295.00,TxStart,HumanHEPG2vsHumanHEPG2HeatShock
iduc003nvr.1,CSNK2B,297.00,3.55,1.00,329.00,UTR5,HumanHEPG2vsHumanHEPG2HeatShock
iduc003yug.1,NDRG1,91.00,3.43,1.00,122.00,TxStart,HumanHEPG2vsHumanHEPG2HeatShock
iduc003zvb.1,SIGMAR1,90.00,3.21,1.00,225.00,TxStart,HumanHEPG2vsHumanHEPG2HeatShock
iduc004bzm.1,ASS1,339.00,4.17,2.00,62.00,UTR5,HumanHEPG2vsHumanHEPG2HeatShock
iduc001ack.1,AGRN,7217.00,3.03,36.00,1289.00,UTR3,HumanHEPG2vsHumanHEPG2HGF
iduc001afo.2,MRPL20,525.00,3.23,4.00,361.00,AroundStop,HumanHEPG2vsHumanHEPG2HGF
iduc001aox.2,PARK7,751.00,3.16,7.00,389.00,AroundStop,HumanHEPG2vsHumanHEPG2HGF
iduc001apf.1,RERE,69.00,3.52,1.00,481.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc001aqh.1,CLSTN1,606.00,3.08,1.00,850.00,UTR5,HumanHEPG2vsHumanHEPG2HGF
iduc001arc.1,PGD,103.00,3.06,2.00,76.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc001bro.1,SFRS4,2041.00,3.25,6.00,1376.00,UTR3,HumanHEPG2vsHumanHEPG2HGF
iduc001ccx.1,NDUFS5,75.00,4.27,2.00,218.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc001ctc.2,NRD1,284.00,3.21,1.00,663.00,UTR5,HumanHEPG2vsHumanHEPG2HGF
iduc001eyv.1,MRPL9,145.00,3.18,1.00,238.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc001fch.1,S100A13,218.00,3.01,2.00,214.00,UTR5,HumanHEPG2vsHumanHEPG2HGF
iduc001fcr.1,ILF2,1294.00,3.05,14.00,519.00,AroundStop,HumanHEPG2vsHumanHEPG2HGF
iduc001fei.2,C1orf43,249.00,3.30,1.00,456.00,UTR5,HumanHEPG2vsHumanHEPG2HGF
iduc001ffq.1,PMVK,161.00,3.08,1.00,418.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc001fpx.1,MRPL24,105.00,3.46,1.00,120.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc001fvv.2,COPA,162.00,4.08,1.00,434.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc001gws.1,CSRP1,71.00,3.93,2.00,113.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc001hly.1,EPRS,246.00,3.45,1.00,316.00,UTR5,HumanHEPG2vsHumanHEPG2HGF
iduc001hqn.1,CABC1,120.00,4.24,1.00,163.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc001igp.1,PFKP,70.00,3.78,1.00,148.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc001jpl.2,HK1,80.00,4.29,1.00,164.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc001jqv.1,PPA1,103.00,3.57,1.00,171.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc001jsm.1,PSAP,144.00,3.77,1.00,144.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc001kux.1,GBF1,62.00,4.02,1.00,230.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc001lol.2,PSMD13,250.00,3.36,1.00,337.00,CDS,HumanHEPG2vsHumanHEPG2HGF
iduc001lrt.1,PNPLA2,147.00,3.25,2.00,332.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc001lss.1,AP2A2,104.00,4.36,1.00,248.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc001lwf.1,CD81,63.00,3.68,1.00,299.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc001lxc.1,NAP1L4,2217.00,3.22,16.00,1217.00,UTR3,HumanHEPG2vsHumanHEPG2HGF
iduc001nrp.1,FLJ12529,2223.00,3.67,10.00,1976.00,UTR3,HumanHEPG2vsHumanHEPG2HGF
iduc001nvf.1,NXF1,130.00,3.38,1.00,164.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc001nzu.1,PRDX5,148.00,3.16,1.00,290.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc001ofu.1,CFL1,498.00,3.08,1.00,534.00,AroundStop,HumanHEPG2vsHumanHEPG2HGF
iduc001ogj.1,DRAP1,236.00,3.15,1.00,287.00,UTR5,HumanHEPG2vsHumanHEPG2HGF
iduc001onc.2,NDUFS8,147.00,4.53,2.00,58.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc001opv.2,CTTN,117.00,4.18,2.00,97.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc001orl.1,NUMA1,72.00,3.22,2.00,70.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc001pyu.1,CR599196,933.00,3.01,2.00,277.00,AroundStop,HumanHEPG2vsHumanHEPG2HGF
iduc001rsm.1,DDX23,93.00,3.32,2.00,209.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc001shn.1,CD63,169.00,4.03,1.00,174.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc001sjm.1,PA2G4,300.00,3.06,1.00,507.00,UTR5,HumanHEPG2vsHumanHEPG2HGF
iduc001skb.1,SMARCC2,3806.00,3.29,28.00,423.00,AroundStop,HumanHEPG2vsHumanHEPG2HGF
iduc001slr.1,ATP5B,180.00,4.85,1.00,232.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc001twh.1,TESC,901.00,3.24,8.00,288.00,AroundStop,HumanHEPG2vsHumanHEPG2HGF
iduc001whm.1,PRMT5,2246.00,3.16,17.00,533.00,UTR3,HumanHEPG2vsHumanHEPG2HGF
iduc001wmg.1,PSME1,77.00,3.12,1.00,133.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc001wtf.2,NFKBIA,86.00,3.65,1.00,337.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc001wyu.1,PYGL,130.00,4.71,1.00,356.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc001ypn.1,AKT1,95.00,3.20,1.00,260.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc001yri.2,CRIP1,144.00,5.29,2.00,101.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc001zuc.1,B2M,105.00,4.17,1.00,127.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002aty.1,PKM2,200.00,3.03,1.00,228.00,UTR5,HumanHEPG2vsHumanHEPG2HGF
iduc002bcj.1,TSPAN3,106.00,3.28,1.00,280.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002blb.1,SEC11A,1259.00,3.39,6.00,526.00,UTR3,HumanHEPG2vsHumanHEPG2HGF
iduc002czl.2,USP7,4119.00,4.31,31.00,2011.00,UTR3,HumanHEPG2vsHumanHEPG2HGF
iduc002doi.1,NSMCE1,113.00,3.87,2.00,147.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002dve.1,HIRIP3,339.00,3.04,1.00,526.00,UTR5,HumanHEPG2vsHumanHEPG2HGF
iduc002ezj.1,MTSS1L,90.00,3.90,1.00,329.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002fxo.1,ANKFY1,85.00,3.23,2.00,193.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002fyi.2,PELP1,287.00,3.76,1.00,475.00,CDS,HumanHEPG2vsHumanHEPG2HGF
iduc002gaa.1,PFN1,702.00,3.24,3.00,346.00,AroundStop,HumanHEPG2vsHumanHEPG2HGF
iduc002hce.1,RAB34,82.00,3.38,1.00,656.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002htn.1,PSMD3,94.00,4.09,1.00,384.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002ibi.1,VPS25,100.00,3.15,2.00,146.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002jad.1,MRC2,369.00,4.03,1.00,520.00,UTR5,HumanHEPG2vsHumanHEPG2HGF
iduc002jnm.2,MRPS7,1158.00,3.01,5.00,675.00,AroundStop,HumanHEPG2vsHumanHEPG2HGF
iduc002jvf.1,BIRC5,99.00,3.01,1.00,232.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002jvj.1,EPR-1,1602.00,3.56,4.00,188.00,NA,HumanHEPG2vsHumanHEPG2HGF
iduc002kfq.1,WDR45L,175.00,4.57,1.00,262.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002krq.1,SEH1L,115.00,3.54,1.00,249.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002loz.1,BSG,109.00,5.20,1.00,165.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002may.1,C19orf10,145.00,3.81,1.00,243.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002mcx.1,LONP1,96.00,3.67,1.00,462.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002mnd.1,EIF3G,1053.00,3.56,11.00,116.00,AroundStop,HumanHEPG2vsHumanHEPG2HGF
iduc002mvg.1,RNASEH2A,1025.00,3.39,8.00,321.00,AroundStop,HumanHEPG2vsHumanHEPG2HGF
iduc002myc.1,PRKACA,93.00,3.55,1.00,246.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002ndu.1,AP1M1,2149.00,3.44,12.00,928.00,UTR3,HumanHEPG2vsHumanHEPG2HGF
iduc002nei.1,CHERP,3800.00,3.44,17.00,1464.00,UTR3,HumanHEPG2vsHumanHEPG2HGF
iduc002ohu.1,C19orf33,96.00,3.21,1.00,120.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002owt.2,XRCC1,115.00,3.26,1.00,171.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002pfm.1,STRN4,88.00,3.20,1.00,315.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002pft.1,AP2S1,191.00,3.28,2.00,150.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002plc.1,NUCB1,2121.00,3.44,12.00,953.00,UTR3,HumanHEPG2vsHumanHEPG2HGF
iduc002qdj.1,CNOT3,82.00,3.06,1.00,261.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002qlu.1,U2AF2,152.00,3.12,1.00,1104.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002rce.1,DDX1,295.00,3.69,1.00,304.00,CDS,HumanHEPG2vsHumanHEPG2HGF
iduc002rgy.1,HADHA,164.00,3.43,1.00,197.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002spl.1,CAPG,275.00,4.31,3.00,173.00,CDS,HumanHEPG2vsHumanHEPG2HGF
iduc002sqz.2,IMMT,398.00,3.09,1.00,433.00,CDS,HumanHEPG2vsHumanHEPG2HGF
iduc002tcn.2,MRPS9,123.00,3.22,1.00,203.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002ufk.1,SSB,73.00,3.10,1.00,98.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002uhi.1,HAT1,87.00,4.55,2.00,105.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002vex.2,ATIC,162.00,3.01,1.00,193.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002vsq.1,ALPP,170.00,3.21,1.00,241.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002waz.2,HDLBP,4305.00,3.09,28.00,2424.00,UTR3,HumanHEPG2vsHumanHEPG2HGF
iduc002wjp.1,CDC25B,610.00,3.38,1.00,978.00,UTR5,HumanHEPG2vsHumanHEPG2HGF
iduc002xcm.1,CEP250,8252.00,3.19,36.00,612.00,UTR3,HumanHEPG2vsHumanHEPG2HGF
iduc002xmt.1,YWHAB,94.00,3.04,1.00,184.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002xnm.1,SLPI,76.00,3.36,1.00,107.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002ycq.1,LAMA5,89.00,4.20,1.00,364.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002ylz.1,APP,132.00,4.01,1.00,251.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002ynb.1,CCT8,92.00,3.05,1.00,159.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc002zji.2,PCNT,10273.00,3.01,47.00,486.00,AroundStop,HumanHEPG2vsHumanHEPG2HGF
iduc003ayp.2,ADSL,126.00,4.25,1.00,212.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc003bdn.1,TSPO,98.00,3.71,2.00,211.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc003cyu.1,SEMA3B,239.00,3.47,2.00,158.00,UTR5,HumanHEPG2vsHumanHEPG2HGF
iduc003djj.1,FLNB,9364.00,3.38,46.00,1676.00,UTR3,HumanHEPG2vsHumanHEPG2HGF
iduc003ekh.1,RUVBL1,1510.00,3.09,11.00,450.00,AroundStop,HumanHEPG2vsHumanHEPG2HGF
iduc003eoh.1,MRPL3,118.00,3.79,1.00,256.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc003etf.2,COPB2,116.00,3.52,1.00,133.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc003gmf.1,WDR1,239.00,3.28,1.00,299.00,UTR5,HumanHEPG2vsHumanHEPG2HGF
iduc003hya.1,NPNT,69.00,3.60,1.00,276.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc003jhy.1,TARS,245.00,4.32,1.00,352.00,UTR5,HumanHEPG2vsHumanHEPG2HGF
iduc003lbf.2,TGFBI,161.00,3.28,1.00,295.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc003mkw.2,SQSTM1,2300.00,3.73,8.00,1642.00,UTR3,HumanHEPG2vsHumanHEPG2HGF
iduc003mxv.1,TXNDC5,90.00,3.80,1.00,295.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc003nqo.2,MRPS18B,194.00,4.14,1.00,235.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc003ntu.1,BAT1,518.00,3.07,2.00,213.00,CDS,HumanHEPG2vsHumanHEPG2HGF
iduc003nvb.2,BAT2,132.00,4.28,1.00,186.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc003nvr.1,CSNK2B,297.00,3.55,1.00,329.00,UTR5,HumanHEPG2vsHumanHEPG2HGF
iduc003pnn.1,MDN1,9601.00,3.02,61.00,388.00,CDS,HumanHEPG2vsHumanHEPG2HGF
iduc003slg.1,MAD1L1,2529.00,3.00,19.00,437.00,AroundStop,HumanHEPG2vsHumanHEPG2HGF
iduc003sly.1,EIF3B,2972.00,4.18,19.00,539.00,UTR3,HumanHEPG2vsHumanHEPG2HGF
iduc003uyd.1,PLOD3,206.00,3.58,1.00,565.00,UTR5,HumanHEPG2vsHumanHEPG2HGF
iduc003vbo.1,DNAJC2,166.00,3.14,1.00,315.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc003wjw.1,NUB1,87.00,4.35,2.00,119.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc003yug.1,NDRG1,91.00,3.43,1.00,122.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc003yzo.1,SCRIB,5126.00,3.31,37.00,389.00,AroundStop,HumanHEPG2vsHumanHEPG2HGF
iduc003zao.1,GRINA,95.00,3.20,1.00,254.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc003zvb.1,SIGMAR1,90.00,3.21,1.00,225.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc003zxq.1,TPM2,223.00,3.41,1.00,353.00,UTR5,HumanHEPG2vsHumanHEPG2HGF
iduc003zzn.1,MELK,68.00,3.19,1.00,100.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc003zzu.1,GRHPR,87.00,3.10,1.00,124.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc004bvl.2,SPTAN1,93.00,4.03,1.00,110.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc004bzm.1,ASS1,339.00,4.17,2.00,62.00,UTR5,HumanHEPG2vsHumanHEPG2HGF
iduc004can.2,BAT2L,10029.00,3.89,31.00,4449.00,UTR3,HumanHEPG2vsHumanHEPG2HGF
iduc004cld.1,MAN1B1,111.00,3.21,1.00,292.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc004clh.1,DPP7,1602.00,3.48,13.00,244.00,AroundStop,HumanHEPG2vsHumanHEPG2HGF
iduc004dag.1,SMS,78.00,3.01,1.00,150.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc004dkf.1,RBM3,97.00,4.41,1.00,126.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc004dly.1,GRIPAP1,93.00,3.03,2.00,67.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc004dso.1,HUWE1,13443.00,3.15,81.00,622.00,UTR3,HumanHEPG2vsHumanHEPG2HGF
iduc004eaa.1,OGT,90.00,4.04,1.00,254.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc004ear.1,RPS4X,128.00,4.26,2.00,78.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc009vuc.1,EIF3I,125.00,3.53,2.00,93.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
iduc009xez.1,OBSCN,562.00,4.47,2.00,1006.00,CDS,HumanHEPG2vsHumanHEPG2HGF
iduc009xez.1,OBSCN,93.00,3.60,2.00,1006.00,TxStart,HumanHEPG2vsHumanHEPG2HGF
NR_003286,NR_003286,1764.00,4.64,2.00,,NA,HumanHEPG2vsHumanHEPG2HGF
iduc001ack.1,AGRN,7217.00,3.03,36.00,1289.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc001adh.2,SDF4,1747.00,3.69,7.00,781.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc001afo.2,MRPL20,525.00,3.23,4.00,361.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc001aof.1,DNAJC11,2260.00,3.07,16.00,1530.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc001aox.2,PARK7,751.00,3.16,7.00,389.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc001aqh.1,CLSTN1,606.00,3.08,1.00,850.00,UTR5,HumanHEPG2vsHumanHEPG2IFN
iduc001arc.1,PGD,103.00,3.06,2.00,76.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001bbi.1,UBR4,99.00,4.08,1.00,180.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001bgi.1,AOF2,2894.00,4.65,19.00,513.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc001bro.1,SFRS4,2041.00,3.25,6.00,1376.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc001ctc.2,NRD1,284.00,3.21,1.00,663.00,UTR5,HumanHEPG2vsHumanHEPG2IFN
iduc001dmi.1,LMO4,115.00,3.41,1.00,777.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001ehz.1,PHGDH,103.00,3.16,1.00,274.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001eyv.1,MRPL9,145.00,3.18,1.00,238.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001fch.1,S100A13,218.00,3.01,2.00,214.00,UTR5,HumanHEPG2vsHumanHEPG2IFN
iduc001fds.1,JTB,372.00,3.38,1.00,806.00,UTR5,HumanHEPG2vsHumanHEPG2IFN
iduc001fei.2,C1orf43,249.00,3.30,1.00,456.00,UTR5,HumanHEPG2vsHumanHEPG2IFN
iduc001ffq.1,PMVK,161.00,3.08,1.00,418.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001fmi.1,KIAA0907,2614.00,4.94,14.00,1276.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc001fpx.1,MRPL24,105.00,3.46,1.00,120.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001fpy.2,HDGF,149.00,3.06,1.00,409.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001fvv.2,COPA,372.00,3.43,1.00,434.00,UTR5,HumanHEPG2vsHumanHEPG2IFN
iduc001fvv.2,COPA,162.00,4.08,1.00,434.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001ghs.1,BAT2D1,8845.00,3.06,35.00,1925.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc001gws.1,CSRP1,71.00,3.93,2.00,113.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001hly.1,EPRS,246.00,3.45,1.00,316.00,UTR5,HumanHEPG2vsHumanHEPG2IFN
iduc001hpq.1,PYCR2,90.00,3.29,1.00,222.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001hrx.1,C1orf35,1114.00,3.32,8.00,528.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc001igp.1,PFKP,70.00,3.78,1.00,148.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001ilx.1,OPTN,130.00,3.70,1.00,221.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001jqv.1,PPA1,103.00,3.57,1.00,171.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001jsm.1,PSAP,144.00,3.77,1.00,144.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001kcs.1,GHITM,194.00,3.63,2.00,168.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001kuo.2,NOLC1,292.00,3.60,1.00,355.00,CDS,HumanHEPG2vsHumanHEPG2IFN
iduc001kux.1,GBF1,62.00,4.02,1.00,230.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001lke.1,MKI67,918.00,3.20,7.00,1080.00,CDS,HumanHEPG2vsHumanHEPG2IFN
iduc001lol.2,PSMD13,250.00,3.36,1.00,337.00,CDS,HumanHEPG2vsHumanHEPG2IFN
iduc001lrt.1,PNPLA2,147.00,3.25,2.00,332.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001lss.1,AP2A2,104.00,4.36,1.00,248.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001lwf.1,CD81,63.00,3.68,1.00,299.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001lxc.1,NAP1L4,2217.00,3.22,16.00,1217.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc001nrp.1,FLJ12529,2223.00,3.67,10.00,1976.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc001ntl.1,AHNAK,17171.00,3.06,5.00,18173.00,CDS,HumanHEPG2vsHumanHEPG2IFN
iduc001nua.1,GANAB,80.00,5.10,2.00,105.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001nvf.1,NXF1,130.00,3.38,1.00,164.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001nyk.1,STIP1,145.00,3.60,1.00,156.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001nzu.1,PRDX5,148.00,3.16,1.00,290.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001odj.1,POLA2,83.00,4.11,1.00,411.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001odx.1,MALAT1,513.00,6.05,2.00,7984.00,NA,HumanHEPG2vsHumanHEPG2IFN
iduc001ofs.1,CFL1,527.00,3.58,1.00,534.00,UTR5,HumanHEPG2vsHumanHEPG2IFN
iduc001ofu.1,CFL1,498.00,3.08,1.00,534.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc001ogg.1,FOSL1,1101.00,3.05,4.00,1076.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc001ogj.1,DRAP1,236.00,3.15,1.00,287.00,UTR5,HumanHEPG2vsHumanHEPG2IFN
iduc001onc.2,NDUFS8,147.00,4.53,2.00,58.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001opv.2,CTTN,117.00,4.18,2.00,97.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001orl.1,NUMA1,72.00,3.22,2.00,70.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
